0.622914, 0.257806
0.839542, 0.250364
1.050606, 0.248591
1.262673, 0.250256
1.508726, 0.250315
1.692173, 0.253633
1.921244, 0.260728
2.166445, 0.268652
2.357527, 0.293020
2.724548, 0.324853
3.048775, 0.359331
3.433769, 0.391058
3.796614, 0.426122
4.142584, 0.433574
4.502769, 0.425859
4.855196, 0.383772
5.196271, 0.343890
5.402867, 0.280416
5.759843, 0.197192
